Institution Name,Main Office,Branch Name,Branch Number,Established Date,Acquired Date,Street Address,City,County,State,Zipcode
JPMorgan Chase Bank,0,Kalkaska Branch,2833,2/1/1979,11/13/2004,102 Northland Plaza,Kalkaska,Kalkaska,MI,49646
JPMorgan Chase Bank,0,Cedar Branch,2834,12/29/1980,11/13/2004,9104 Kasson Street,Cedar,Leelanau,MI,49621
JPMorgan Chase Bank,0,Bridgeport Dixie Highway Branch,2836,1/14/1991,11/13/2004,6310 Dixie Highway,Bridgeport,Saginaw,MI,48722
JPMorgan Chase Bank,0,12 Mile-Country Club Drive Branch,2837,7/19/1991,11/13/2004,38601 West 12 Mile Road,Farmington Hills,Oakland,MI,48331
JPMorgan Chase Bank,0,Hill - U.S. 23 Branch,2840,2/26/1991,11/13/2004,2411 West Hill Road,Flint,Genesee,MI,48507
JPMorgan Chase Bank,0,Roosevelt Park Branch,2841,01/01/1890,11/13/2004,2855 Henry Street,Muskegon,Muskegon,MI,49441
JPMorgan Chase Bank,0,Brighton Grand River Branch,2842,2/1/1993,11/13/2004,9858 East Grand River,Brighton,Livingston,MI,48116
JPMorgan Chase Bank,0,Gratiot and 23 Mile Branch,2843,3/8/1993,11/13/2004,27100 23 Mile Road,Chesterfield,Macomb,MI,48051
JPMorgan Chase Bank,0,Somerset Branch,2844,5/24/1993,11/13/2004,2155 West Big Beaver Road,Troy,Oakland,MI,48084
JPMorgan Chase Bank,0,North Center Road Branch,2845,9/7/1993,11/13/2004,3480 North Center Road,Saginaw,Saginaw,MI,48603
JPMorgan Chase Bank,0,Washington Square Lansing Branch,2846,11/1/1993,11/13/2004,201 South Washington Square,Lansing,Ingham,MI,48933
JPMorgan Chase Bank,0,Groesbeck-13 Mile Branch,2847,2/14/1994,11/13/2004,30730 Groesbeck Highway,Roseville,Macomb,MI,48066
JPMorgan Chase Bank,0,Warren-Wyoming Branch,2848,6/21/1995,11/13/2004,7301 Wyoming,Dearborn,Wayne,MI,48126
JPMorgan Chase Bank,0,Wixom Branch,2850,6/1/1998,11/13/2004,29750 Wixom Road,Wixom,Oakland,MI,48393
JPMorgan Chase Bank,0,Colony Lakes Branch,2851,6/18/2002,11/13/2004,6220 State Highway 6,Missouri City,Fort Bend,TX,77459
JPMorgan Chase Bank,0,Downtown Main Milwaukee Branch,2852,9/1/1901,11/13/2004,111 East Wisconsin Avenue,Milwaukee,Milwaukee,WI,53202
JPMorgan Chase Bank,0,Paradise Branch,2853,4/18/1988,11/13/2004,600 West Paradise Drive,West Bend,Washington,WI,53095
JPMorgan Chase Bank,0,West Bend Main Office Branch,2854,01/01/1839,11/13/2004,801 West Washington Street,West Bend,Washington,WI,53095
JPMorgan Chase Bank,0,North Port Branch,2855,3/29/1968,11/13/2004,8737 North Port Washington Road,Fox Point,Milwaukee,WI,53217
JPMorgan Chase Bank,0,Brown Deer Branch,2856,1/1/1921,11/13/2004,8800 West Brown Deer Road,Milwaukee,Milwaukee,WI,53224
JPMorgan Chase Bank,0,2nd and Capitol Branch,2857,8/20/1920,11/13/2004,210 West Capitol Drive,Milwaukee,Milwaukee,WI,53212
JPMorgan Chase Bank,0,Second and Capitol Drive-Up Branch,2858,6/18/1979,11/13/2004,211 West Capitol Drive,Milwaukee,Milwaukee,WI,53212
JPMorgan Chase Bank,0,Greenfield & 16th Branch,2859,5/8/1912,11/13/2004,1337 S Cesar E Chavez Dr,Milwaukee,Milwaukee,WI,53204
JPMorgan Chase Bank,0,Cudahy Branch,2860,10/2/1909,11/13/2004,4702 South Packard Avenue,Cudahy,Milwaukee,WI,53110
JPMorgan Chase Bank,0,Wauwatosa Branch,2861,5/15/1907,11/13/2004,7430 West State Street,Wauwatosa,Milwaukee,WI,53213
JPMorgan Chase Bank,0,Mequon Branch,2863,12/16/1981,11/13/2004,5909 West Mequon Road,Mequon,Ozaukee,WI,53092
JPMorgan Chase Bank,0,Delafield Branch,2864,2/16/1910,11/13/2004,524 Genesee Street,Delafield,Waukesha,WI,53018
JPMorgan Chase Bank,0,Eagle Branch,2865,3/24/1947,11/13/2004,111 West Main Street,Eagle,Waukesha,WI,53119
JPMorgan Chase Bank,0,Wales Branch,2866,2/6/1910,11/13/2004,271 Summit Avenue,Wales,Waukesha,WI,53183
JPMorgan Chase Bank,0,Germantown Branch,2867,2/28/1910,11/13/2004,W156n11251 Pilgrim Road,Germantown,Washington,WI,53022
JPMorgan Chase Bank,0,Brookfield Branch,2868,5/6/1907,11/13/2004,14900 West Capitol Drive,Brookfield,Waukesha,WI,53005
JPMorgan Chase Bank,0,Pewaukee Branch,2869,6/20/1936,11/13/2004,110 Oakton Avenue,Pewaukee,Waukesha,WI,53072
JPMorgan Chase Bank,0,Waukesha Branch,2870,4/22/1963,11/13/2004,101 West Broadway,Waukesha,Waukesha,WI,53186
JPMorgan Chase Bank,0,East Waukesha Branch,2871,1/27/1969,11/13/2004,2402 East Moreland Boulevard,Waukesha,Waukesha,WI,53186
JPMorgan Chase Bank,0,Elmbrook Branch,2872,12/17/1962,11/13/2004,2255 Calhoun Road,Brookfield,Waukesha,WI,53005
JPMorgan Chase Bank,0,New Berlin Branch,2873,1/4/1960,11/13/2004,15525 West National Avenue,New Berlin,Waukesha,WI,53151
JPMorgan Chase Bank,0,Oconomowoc Branch,2874,6/2/1932,11/13/2004,138 East Wisconsin Avenue,Oconomowoc,Waukesha,WI,53066
JPMorgan Chase Bank,0,Butler Branch,2875,2/17/1947,11/13/2004,12701 West Hampton Avenue,Butler,Waukesha,WI,53007
JPMorgan Chase Bank,0,Muskego Branch,2876,5/20/1968,11/13/2004,S69 W15612 Janesville Road,Muskego,Waukesha,WI,53150
JPMorgan Chase Bank,0,Fox Run Branch,2877,3/1/1983,11/13/2004,2302 West St. Paul Avenue,Waukesha,Waukesha,WI,53188
JPMorgan Chase Bank,0,Franklin 76th Street Branch,2878,2/14/1990,11/13/2004,7100 South 76th Street,Franklin,Milwaukee,WI,53132
JPMorgan Chase Bank,0,76th & Morgan Branch,2879,2/14/1991,11/13/2004,7606 West Morgan Avenue,Milwaukee,Milwaukee,WI,53220
JPMorgan Chase Bank,0,27th and Loomis Branch,2880,2/14/1992,11/13/2004,3605 South 27th Street,Milwaukee,Milwaukee,WI,53221
JPMorgan Chase Bank,0,Fond Du Lac Main Office Branch,2881,1/1/1902,11/13/2004,8 South Main Street,Fond Du Lac,Fond du Lac,WI,54935
JPMorgan Chase Bank,0,Oshkosh Main Branch,2883,1/1/1933,11/13/2004,300 North Main Street,Oshkosh,Winnebago,WI,54901
JPMorgan Chase Bank,0,Oshkosh West Branch,2884,5/13/1974,11/13/2004,2280 Wisconsin State Road 44,Oshkosh,Winnebago,WI,54903
JPMorgan Chase Bank,0,Racine Downtown Branch,2885,3/5/1987,11/13/2004,500 Wisconsin Avenue,Racine,Racine,WI,53403
JPMorgan Chase Bank,0,Mount Pleasant Branch,2886,01/01/1853,11/13/2004,5815 Twenty-First Street,Racine,Racine,WI,53406
JPMorgan Chase Bank,0,Racine North Branch,2887,2/15/1993,11/13/2004,4930 Douglas Avenue,Racine,Racine,WI,53402
JPMorgan Chase Bank,0,Kenosha Main Branch,2888,12/06/1852,11/13/2004,5522 Sixth Avenue,Kenosha,Kenosha,WI,53140
JPMorgan Chase Bank,0,Pleasant Prairie Branch,2889,5/7/1969,11/13/2004,9900 39th Avenue,Pleasant Prairie,Kenosha,WI,53158
JPMorgan Chase Bank,0,Bristol Branch,2890,7/12/1971,11/13/2004,7510 Bristol Road,Bristol,Kenosha,WI,53104
JPMorgan Chase Bank,0,Kenosha South Branch,2891,6/10/1985,11/13/2004,3611 80th Street,Kenosha,Kenosha,WI,53142
JPMorgan Chase Bank,0,Kenosha North Branch,2892,8/19/1985,11/13/2004,2901 Washington Road,Kenosha,Kenosha,WI,53140
JPMorgan Chase Bank,0,Stevens Point Main Office Branch,2893,07/13/1893,11/13/2004,601 Main Street,Stevens Point,Portage,WI,54481
JPMorgan Chase Bank,0,Antigo Main Branch,2894,1/25/1909,11/13/2004,700 Fifth Avenue,Antigo,Langlade,WI,54409
JPMorgan Chase Bank,0,Appleton Main Branch,2895,2/28/1966,11/13/2004,200 West College Avenue,Appleton,Outagamie,WI,54911
JPMorgan Chase Bank,0,Valley Fair Branch,2896,01/01/1870,11/13/2004,2127 South Memorial Drive,Appleton,Winnebago,WI,54915
JPMorgan Chase Bank,0,Appleton Drive-Up Branch,2897,9/24/1962,11/13/2004,127 North Appleton Street,Appleton,Outagamie,WI,54911
JPMorgan Chase Bank,0,Waupaca Branch,2898,1/1/1923,11/13/2004,201 South Main Street,Waupaca,Waupaca,WI,54981
JPMorgan Chase Bank,0,Fox River Mall Branch,2899,6/30/1985,11/13/2004,4401 West Wisconsin Avenue,Appleton,Outagamie,WI,54913
JPMorgan Chase Bank,0,Northland and Ballard Branch,2900,7/1/1990,11/13/2004,2120 East Northland Avenue,Appleton,Outagamie,WI,54911
JPMorgan Chase Bank,0,Neenah Branch,2901,11/01/1881,11/13/2004,111 East Wisconsin Avenue,Neenah,Winnebago,WI,54956
JPMorgan Chase Bank,0,Larsen Branch,2902,7/22/1914,11/13/2004,8299 County Road T,Larsen,Winnebago,WI,54947
JPMorgan Chase Bank,0,Beaver Dam Main Office Branch,2903,9/20/1911,11/13/2004,124 North Spring Street,Beaver Dam,Dodge,WI,53916
JPMorgan Chase Bank,0,Beaver Dam Drive-Up Branch,2904,1/5/1970,11/13/2004,200 North Spring Street,Beaver Dam,Dodge,WI,53916
JPMorgan Chase Bank,0,Watertown Branch,2905,01/01/1892,11/13/2004,500 East Main Street,Watertown,Jefferson,WI,53094
JPMorgan Chase Bank,0,Elkhorn Main Office Branch,2906,03/09/1865,11/13/2004,38 North Washington Street,Elkhorn,Walworth,WI,53121
JPMorgan Chase Bank,0,Burlington Chestnut Branch,2907,01/01/1891,11/13/2004,189 East Chestnut Street,Burlington,Racine,WI,53105
JPMorgan Chase Bank,0,Lake Geneva Branch,2908,5/22/1995,11/13/2004,426 Center Street,Lake Geneva,Walworth,WI,53147
JPMorgan Chase Bank,0,Green Bay Main Office Branch,2909,12/31/1919,11/13/2004,200 South Adams Street,Green Bay,Brown,WI,54301
JPMorgan Chase Bank,0,De Pere Branch,2910,7/17/1915,11/13/2004,441 Main Avenue,De Pere,Brown,WI,54115
JPMorgan Chase Bank,0,Allouez Branch,2911,3/29/1968,11/13/2004,2635 Libal Street,Green Bay,Brown,WI,54301
JPMorgan Chase Bank,0,New Franken Branch,2912,5/24/1977,11/13/2004,2508 North New Franken Road,New Franken,Brown,WI,54229
JPMorgan Chase Bank,0,Green Bay West Branch,2913,5/2/1983,11/13/2004,911 Packerland Drive,Green Bay,Brown,WI,54303
JPMorgan Chase Bank,0,Freedom Branch,2914,1/1/1916,11/13/2004,N3980 Columbia Avenue,Freedom,Outagamie,WI,54130
JPMorgan Chase Bank,0,Seymour Branch,2915,1/10/1903,11/13/2004,222 South Main Street,Seymour,Outagamie,WI,54165
JPMorgan Chase Bank,0,Ashwaubenon Branch,2916,11/1/1991,11/13/2004,935 Pilgrim Way,Green Bay,Brown,WI,54304
JPMorgan Chase Bank,0,Janesville Main Office Branch,2917,01/01/1855,11/13/2004,100 West Milwaukee Street,Janesville,Rock,WI,53545
JPMorgan Chase Bank,0,Edgerton Branch,2918,01/01/1897,11/13/2004,111 North Main Street,Edgerton,Rock,WI,53534
JPMorgan Chase Bank,0,Westside Branch,2919,5/5/1969,11/13/2004,18 North Arch Street,Janesville,Rock,WI,53545
JPMorgan Chase Bank,0,Eastside Branch,2920,11/17/1986,11/13/2004,1201 North Wright Road,Janesville,Rock,WI,53546
JPMorgan Chase Bank,0,East Towne Branch,2922,5/15/1969,11/13/2004,4225 East Towne Boulevard,Madison,Dane,WI,53704
JPMorgan Chase Bank,0,Milwaukee Street Branch,2923,7/6/1971,11/13/2004,4513 Milwaukee Street,Madison,Dane,WI,53714
JPMorgan Chase Bank,0,Monona Branch,2924,3/12/1973,11/13/2004,802 West Broadway,Madison,Dane,WI,53713
JPMorgan Chase Bank,0,Sauk Creek Branch,2925,11/28/1988,11/13/2004,602 North High Point Road,Madison,Dane,WI,53717
JPMorgan Chase Bank,0,Capitol Branch,2926,1/15/1999,11/13/2004,22 East Mifflin Street,Madison,Dane,WI,53703
JPMorgan Chase Bank,0,Oak Creek Branch,2927,7/26/1999,11/13/2004,7980 South Howell Avenue,Oak Creek,Milwaukee,WI,53154
JPMorgan Chase Bank,0,Circle Branch,2928,01/01/1839,11/13/2004,111 Monument Circle,Indianapolis,Marion,IN,46204
JPMorgan Chase Bank,0,Arlington Avenue Branch,2929,5/23/1949,11/13/2004,1215 North Arlington Avenue,Indianapolis,Marion,IN,46219
JPMorgan Chase Bank,0,Broad Ripple Branch,2930,7/22/1925,11/13/2004,706 Broad Ripple Avenue,Indianapolis,Marion,IN,46220
JPMorgan Chase Bank,0,Southeastern Avenue Branch,2931,6/26/1957,11/13/2004,3000 Southeastern Avenue,Indianapolis,Marion,IN,46203
JPMorgan Chase Bank,0,West Michigan Street Branch,2932,1/7/1931,11/13/2004,2600 West Michigan Street,Indianapolis,Marion,IN,46222
JPMorgan Chase Bank,0,North Meridian Street Branch,2933,10/12/1956,11/13/2004,2829 North Meridian Street,Indianapolis,Marion,IN,46208
JPMorgan Chase Bank,0,Keystone Avenue Branch,2934,12/8/1954,11/13/2004,5236 North Keystone Avenue,Indianapolis,Marion,IN,46220
JPMorgan Chase Bank,0,East Side Branch,2935,3/18/1948,11/13/2004,4710 East 10th Street,Indianapolis,Marion,IN,46201
JPMorgan Chase Bank,0,Pierson and W 16th Street Branch,2937,4/15/1931,11/13/2004,20 West 16th Street,Indianapolis,Marion,IN,46202
JPMorgan Chase Bank,0,Lawrence Franklin Branch,2938,1/26/1953,11/13/2004,4202 North Franklin Road,Indianapolis,Marion,IN,46226
JPMorgan Chase Bank,0,Nora Branch,2939,9/28/1960,11/13/2004,702 East 86th Street,Indianapolis,Marion,IN,46240
JPMorgan Chase Bank,0,Southport Branch,2940,11/1/1957,11/13/2004,7001 South Madison Avenue,Indianapolis,Marion,IN,46227
JPMorgan Chase Bank,0,Speedway & Lynnhurst Branch,2941,7/27/1959,11/13/2004,5253 West Sixteenth Street,Indianapolis,Marion,IN,46224
JPMorgan Chase Bank,0,Wanamaker Branch,2942,6/3/1957,11/13/2004,8858 Southeastern Avenue,Indianapolis,Marion,IN,46239
JPMorgan Chase Bank,0,Post and 21 Street Branch,2943,3/1/1963,11/13/2004,8910 East 21st Street,Indianapolis,Marion,IN,46219
JPMorgan Chase Bank,0,Rockville Road Banking Center Branch,2944,3/21/1966,11/13/2004,7336 Rockville Road,Indianapolis,Marion,IN,46214
JPMorgan Chase Bank,0,Greenbriar Banking Center Branch,2945,8/3/1967,11/13/2004,1313 West 86th Street,Indianapolis,Marion,IN,46260
JPMorgan Chase Bank,0,State Office Building Branch,2946,9/27/1967,11/13/2004,"302 West Washington Street, Room 033",Indianapolis,Marion,IN,46204
JPMorgan Chase Bank,0,South Meridian Drive-Up Branch,2947,4/26/1971,11/13/2004,8005 South Meridian Street,Indianapolis,Marion,IN,46217
JPMorgan Chase Bank,0,Beech Grove Banking Center Branch,2948,8/16/1971,11/13/2004,3605 South Emerson Avenue,Beech Grove,Marion,IN,46107
JPMorgan Chase Bank,0,Marwood Banking Center Branch,2949,11/30/1972,11/13/2004,3451 Kentucky Avenue,Indianapolis,Marion,IN,46221
JPMorgan Chase Bank,0,Keystone and 96th Branch,2950,8/9/1973,11/13/2004,9505 Haver Way,Indianapolis,Marion,IN,46240
JPMorgan Chase Bank,0,Augusta Branch,2951,7/15/1976,11/13/2004,6881 North Michigan Road,Indianapolis,Marion,IN,46268
JPMorgan Chase Bank,0,Eagle Highlands Banking Ctr. Branch,2952,6/26/1980,11/13/2004,6910 West 38th Street,Indianapolis,Marion,IN,46254
JPMorgan Chase Bank,0,Shelbyville Main Branch,2954,01/01/1855,11/13/2004,49 Public Square,Shelbyville,Shelby,IN,46176
JPMorgan Chase Bank,0,Noble Jackson Branch,2955,11/5/1981,11/13/2004,25 South Noble Street,Shelbyville,Shelby,IN,46176
JPMorgan Chase Bank,0,Shadeland and 75th Branch,2956,1/12/1987,11/13/2004,7491 North Shadeland Avenue,Indianapolis,Marion,IN,46250
JPMorgan Chase Bank,0,College Park Branch,2957,5/11/1987,11/13/2004,8751 North Michigan Road,Indianapolis,Marion,IN,46268
JPMorgan Chase Bank,0,Carmel Branch,2958,5/22/1974,11/13/2004,200 East Carmel Drive,Carmel,Hamilton,IN,46032
JPMorgan Chase Bank,0,Georgetown and 56th Branch,2960,2/4/1990,11/13/2004,4860 West 56th Street,Indianapolis,Marion,IN,46254
JPMorgan Chase Bank,0,The Geist Banking Center Branch,2961,1/22/1991,11/13/2004,11735 Fox Road,Indianapolis,Marion,IN,46236
JPMorgan Chase Bank,0,Meridian and 146th Branch,2962,8/12/1991,11/13/2004,14801 Thatcher Ln,Carmel,Hamilton,IN,46032
JPMorgan Chase Bank,0,White River Branch,2963,10/15/1964,11/13/2004,565 S State Road 135,Greenwood,Johnson,IN,46142
JPMorgan Chase Bank,0,Franklin Morton Branch,2964,1/13/1972,11/13/2004,1600 N Morton St,Franklin,Johnson,IN,46131
JPMorgan Chase Bank,0,Valle Vista Banking Center Branch,2965,6/17/1991,11/13/2004,1225 South Park Drive,Greenwood,Johnson,IN,46143
JPMorgan Chase Bank,0,Fishers Banking Center Branch,2966,9/23/1991,11/13/2004,11433 Allisonville Road,Fishers,Hamilton,IN,46038
JPMorgan Chase Bank,0,Lafayette Road Banking Center Branch,2967,5/18/1992,11/13/2004,3501 Lafayette Road,Indianapolis,Marion,IN,46222
JPMorgan Chase Bank,0,Brownsburg Branch,2968,11/28/1973,11/13/2004,1000 East Main Street,Brownsburg,Hendricks,IN,46112
JPMorgan Chase Bank,0,Stafford Pointe Branch,2969,7/24/1978,11/13/2004,807 Southfield Drive,Plainfield,Hendricks,IN,46168
JPMorgan Chase Bank,0,Avon Branch,2970,1/4/1985,11/13/2004,29 S Sr 267,Avon,Hendricks,IN,46123
JPMorgan Chase Bank,0,Lantern Road and 96th Branch,2971,1/11/1993,11/13/2004,9601 Lantern Road,Fishers,Hamilton,IN,46037
JPMorgan Chase Bank,0,Bloomington In Main Branch,2972,09/14/1871,11/13/2004,100 South College Avenue,Bloomington,Monroe,IN,47404
JPMorgan Chase Bank,0,Eastland Third Street Branch,2973,8/19/1965,11/13/2004,2642 East Third Street,Bloomington,Monroe,IN,47401
JPMorgan Chase Bank,0,Walnut Station Branch,2974,12/6/1973,11/13/2004,2600 South Walnut,Bloomington,Monroe,IN,47401
JPMorgan Chase Bank,0,Ellettsville Branch,2976,2/1/1983,11/13/2004,4141 West State Road 46,Bloomington,Monroe,IN,47402
JPMorgan Chase Bank,0,Bedford I Street Branch,2977,05/22/1899,11/13/2004,1602 I Street,Bedford,Lawrence,IN,47421
JPMorgan Chase Bank,0,Crawfordsville Main Branch,2978,12/05/1864,11/13/2004,200 South Washington Street,Crawfordsville,Montgomery,IN,47933
JPMorgan Chase Bank,0,Lafayette Main Branch,2979,01/01/1853,11/13/2004,201 Main Street,Lafayette,Tippecanoe,IN,47901
JPMorgan Chase Bank,0,Sagamore Branch,2980,11/20/1952,11/13/2004,3420 State Road 26 East,Lafayette,Tippecanoe,IN,47905
JPMorgan Chase Bank,0,Jefferson Square Branch,2981,4/9/1958,11/13/2004,1400 Teal Road,Lafayette,Tippecanoe,IN,47905
JPMorgan Chase Bank,0,Chauncey Village Branch,2982,2/1/1957,11/13/2004,210 W State St,West Lafayette,Tippecanoe,IN,47906
JPMorgan Chase Bank,0,Wabash Village Branch,2983,11/25/1959,11/13/2004,309 Sagamore Parkway West,West Lafayette,Tippecanoe,IN,47906
JPMorgan Chase Bank,0,Lake Station Branch,2984,11/12/1962,11/13/2004,3115 Central Avenue,Lake Station,Lake,IN,46405
JPMorgan Chase Bank,0,Whiting Branch,2985,5/3/1957,11/13/2004,1449 119th Street,Whiting,Lake,IN,46394
JPMorgan Chase Bank,0,St. John Branch,2986,2/15/1967,11/13/2004,9600 Wicker Ave,St. John,Lake,IN,46373
JPMorgan Chase Bank,0,Cedar Lake Branch,2987,6/30/1970,11/13/2004,9717 W 133rd Ave,Cedar Lake,Lake,IN,46303
JPMorgan Chase Bank,0,Highland Drive-Up Branch,2988,11/18/1968,11/13/2004,9600 Cline Ave,Highland,Lake,IN,46322
JPMorgan Chase Bank,0,Richmond Main Branch,2989,07/13/1863,11/13/2004,630 E Main St,Richmond,Wayne,IN,47374
JPMorgan Chase Bank,0,West Side Branch,2990,12/14/1953,11/13/2004,2 Northwest 18th Street,Richmond,Wayne,IN,47374
JPMorgan Chase Bank,0,Gateway Branch,2991,4/8/1963,11/13/2004,4400 East Main Street,Richmond,Wayne,IN,47374
JPMorgan Chase Bank,0,Richmond Motor Bank Branch,2992,5/6/1963,11/13/2004,33 North 7th Street,Richmond,Wayne,IN,47374
JPMorgan Chase Bank,0,Chester Boulevard Branch,2993,9/12/1966,11/13/2004,2101 Chester Boulevard,Richmond,Wayne,IN,47374
JPMorgan Chase Bank,0,So. Crawfordsville Bkg. Ctr. Branch,2994,9/12/1998,11/13/2004,1550 South Washington Street,Crawfordsville,Montgomery,IN,47933
JPMorgan Chase Bank,0,Tower Banking Center Branch,2995,2/22/1999,11/13/2004,"1 East Ohio Street, Suite 101",Indianapolis,Marion,IN,46204
JPMorgan Chase Bank,0,Elkhart Main Branch,2996,02/25/1872,11/13/2004,121 West Franklin Street,Elkhart,Elkhart,IN,46516
JPMorgan Chase Bank,0,Indiana and Sr 19 Branch,2997,7/3/1962,11/13/2004,1500 South Nappanee Street,Elkhart,Elkhart,IN,46516
JPMorgan Chase Bank,0,Nappanee Branch,2999,1/28/1966,11/13/2004,351 West Market Street,Nappanee,Elkhart,IN,46550
JPMorgan Chase Bank,0,Greenleaf Branch,3001,11/11/1968,11/13/2004,1825 East Bristol Street,Elkhart,Elkhart,IN,46514
JPMorgan Chase Bank,0,Concord Mall Branch,3002,12/23/1974,11/13/2004,211 Concord Mall Drive,Elkhart,Elkhart,IN,46517
JPMorgan Chase Bank,0,Simonton Lake Branch,3003,11/10/1975,11/13/2004,3530 Cassopolis Street,Elkhart,Elkhart,IN,46514
JPMorgan Chase Bank,0,Bristol Branch,3004,6/15/1981,11/13/2004,308 Division Street,Bristol,Elkhart,IN,46507
JPMorgan Chase Bank,0,Goshen Main Branch,3005,4/19/1934,11/13/2004,401 South Main Street,Goshen,Elkhart,IN,46526
JPMorgan Chase Bank,0,Bashor Road Branch,3007,10/20/1973,11/13/2004,1716 Elkhart Road,Goshen,Elkhart,IN,46526
JPMorgan Chase Bank,0,Ironwood and 23 Branch,3009,6/22/1992,11/13/2004,2101 South Bend Avenue,South Bend,St. Joseph,IN,46637
JPMorgan Chase Bank,0,East New York Street Branch,3010,8/9/1948,11/13/2004,3000 East New York Street,Indianapolis,Marion,IN,46201
JPMorgan Chase Bank,0,Shelby Street Branch,3012,3/26/1947,11/13/2004,2359 Shelby Street,Indianapolis,Marion,IN,46203
JPMorgan Chase Bank,0,Illinois & Westfield Branch,3013,8/3/1956,11/13/2004,5635 North Illinois Street,Indianapolis,Marion,IN,46208
JPMorgan Chase Bank,0,Allisonville Road and 62nd Branch,3014,12/19/1961,11/13/2004,6210 Allisonville Road,Indianapolis,Marion,IN,46220
JPMorgan Chase Bank,0,Shadeland Avenue Branch,3015,12/2/1959,11/13/2004,3030 North Shadeland Avenue,Indianapolis,Marion,IN,46226
JPMorgan Chase Bank,0,West Washington Street Branch,3016,5/4/1956,11/13/2004,5100 West Washington Street,Indianapolis,Marion,IN,46241
JPMorgan Chase Bank,0,Eastgate Branch,3017,5/10/1957,11/13/2004,601 North Shadeland Avenue,Indianapolis,Marion,IN,46219
JPMorgan Chase Bank,0,Southern Branch,3018,8/22/1956,11/13/2004,3721 South East Street,Indianapolis,Marion,IN,46227
JPMorgan Chase Bank,0,County Line South Branch,3019,3/16/1967,11/13/2004,8910 U.S. 31 South,Indianapolis,Marion,IN,46227
JPMorgan Chase Bank,0,Graham and 71st Branch,3020,8/16/1968,11/13/2004,5745 East 71st Street,Indianapolis,Marion,IN,46220
JPMorgan Chase Bank,0,South Meridian Branch,3021,5/27/1971,11/13/2004,8120 South Meridian Street,Indianapolis,Marion,IN,46217
JPMorgan Chase Bank,0,Speedway Banking Branch,3022,10/3/1973,11/13/2004,2302 Cunningham Road,Indianapolis,Marion,IN,46224
JPMorgan Chase Bank,0,Keystone & Carson Branch,3023,11/28/1973,11/13/2004,4071 South Keystone Avenue,Indianapolis,Marion,IN,46227
JPMorgan Chase Bank,0,Washington-Mitthoefer Rd. Branch,3024,12/16/1974,11/13/2004,9991 East Washington Street,Indianapolis,Marion,IN,46229
JPMorgan Chase Bank,0,Keystone At The Crossing Branch,3025,10/6/1980,11/13/2004,8630 Keystone Crossing Drive,Indianapolis,Marion,IN,46240
JPMorgan Chase Bank,0,Zionsville Branch,3026,12/9/1985,11/13/2004,1414 West Oak Street,Zionsville,Boone,IN,46077
JPMorgan Chase Bank,0,Noblesville Banking Center Branch,3028,5/3/1993,11/13/2004,198 Logan Street,Noblesville,Hamilton,IN,46060
JPMorgan Chase Bank,0,Gary Main Branch,3029,3/4/1908,11/13/2004,505 Adams St,Gary,Lake,IN,46402
JPMorgan Chase Bank,0,Dyer Branch,3030,2/21/1949,11/13/2004,799 Joliet Street,Dyer,Lake,IN,46311
